iteration,max return,median return,avg return,min return,std return,avg rollout len,num total samples,explained var,loss improvement V-fcnovement,loss after,KL(old_new),avg expl strat std,expl strat entropy,avg grad norm policy,avg grad norm V-fcn,avg lr
125,606.6558,593.8033,592.5792,563.023,9.2137,800.0,3604335,-0.8964999914169312,4.405600070953369,384.283203125,0.0007999999797903001,0.5738999843597412,0.8636000156402588,0.4371,7.3307,0.000467
126,599.8758,592.5064,589.3328,572.493,7.7183,800.0,3633935,-0.8621000051498413,4.388999938964844,373.59759521484375,0.0003000000142492354,0.5716999769210815,0.8598999977111816,0.4557,8.1524,0.000465
127,602.6566,588.5267,588.3487,574.7719,7.6518,800.0,3663535,-0.8328999876976013,4.4695000648498535,369.8561096191406,0.00019999999494757503,0.569599986076355,0.8561000227928162,0.4602,8.0412,0.000463
128,609.4528,590.4419,589.5009,567.7078,9.7712,800.0,3693135,-0.8319000005722046,4.245800018310547,369.61480712890625,0.000699999975040555,0.5702000260353088,0.857200026512146,0.44,7.9357,0.00046
129,608.2215,592.8399,592.4472,568.3717,9.0863,800.0,3722735,-0.8181999921798706,4.01669979095459,378.39801025390625,0.0003000000142492354,0.5716000199317932,0.8596000075340271,0.4228,7.4832,0.000458
130,606.9368,593.8851,592.8127,571.3505,7.577,800.0,3752335,-0.8210999965667725,4.017399787902832,374.20208740234375,0.0003000000142492354,0.5712000131607056,0.8589000105857849,0.4402,7.0893,0.000456
131,607.5883,592.1972,591.3711,574.673,9.5057,800.0,3781935,-0.784500002861023,4.291800022125244,371.2650146484375,0.00039999998989515007,0.5723000168800354,0.86080002784729,0.4287,8.453,0.000453
132,601.717,585.6637,586.1583,564.6356,7.6906,800.0,3811535,-0.7113000154495239,4.060999870300293,361.1487121582031,0.00019999999494757503,0.574999988079071,0.8655999898910522,0.4406,6.6683,0.000451
133,596.9891,583.6325,582.6646,558.5035,8.8514,800.0,3841135,-0.6560999751091003,4.080100059509277,355.0151062011719,0.00039999998989515007,0.5756000280380249,0.866599977016449,0.4282,8.45,0.000449
134,603.9192,588.7136,587.3234,573.0773,7.2685,800.0,3870735,-0.6898000240325928,4.26039981842041,360.51019287109375,0.0005000000237487257,0.5777000188827515,0.8702999949455261,0.4382,8.5738,0.000447
135,609.2952,594.6218,595.8327,582.4113,6.1605,800.0,3900335,-0.7505000233650208,4.135700225830078,375.0361022949219,0.000699999975040555,0.5778999924659729,0.8705999851226807,0.4075,8.5881,0.000444
136,612.8009,599.2413,598.4708,579.7913,7.4425,800.0,3929935,-0.7426000237464905,4.226799964904785,381.7500915527344,0.0006000000284984708,0.578499972820282,0.8716999888420105,0.4264,8.2708,0.000442
137,610.7041,600.481,598.401,568.922,9.89,800.0,3959535,-0.7565000057220459,4.311800003051758,374.1383056640625,0.0003000000142492354,0.574999988079071,0.8655999898910522,0.4187,8.5366,0.00044
138,611.1984,601.3936,599.1459,582.6411,8.0339,800.0,3989135,-0.7421000003814697,4.0320000648498535,374.8320007324219,0.00139999995008111,0.5734000205993652,0.8628000020980835,0.4285,8.9851,0.000438
139,613.6439,605.1375,604.5017,591.8272,5.6868,800.0,4018735,-0.779699981212616,4.406099796295166,382.8323974609375,0.0003000000142492354,0.5781999826431274,0.8712000250816345,0.3986,8.7442,0.000436
140,615.8056,605.8087,604.1578,586.7969,6.3018,800.0,4048335,-0.7563999891281128,4.381199836730957,381.20660400390625,0.00039999998989515007,0.5763999819755554,0.8679999709129333,0.4186,8.9497,0.000433
141,612.4649,602.4983,601.7159,580.048,6.9628,800.0,4077935,-0.722000002861023,4.256100177764893,373.8746032714844,0.00019999999494757503,0.5788000226020813,0.8720999956130981,0.4212,8.9323,0.000431
142,609.4423,598.0818,597.8406,586.1934,5.9003,800.0,4107535,-0.6618000268936157,4.36359977722168,366.8843994140625,0.0005000000237487257,0.5795999765396118,0.8736000061035156,0.4187,9.1978,0.000429
143,611.3354,601.396,600.5921,573.6675,8.2437,800.0,4137135,-0.6718999743461609,4.1682000160217285,369.9696960449219,0.00139999995008111,0.5819000005722046,0.8773999810218811,0.4132,9.1439,0.000427
144,603.3646,592.2035,591.9394,573.978,5.9636,800.0,4166735,-0.5817000269889832,4.100800037384033,352.8092041015625,0.00019999999494757503,0.5810999870300293,0.8761000037193298,0.4189,9.2609,0.000425
145,603.7214,592.1699,592.1704,576.2813,6.537,800.0,4196335,-0.5831999778747559,3.892199993133545,348.00579833984375,0.0003000000142492354,0.5813000202178955,0.8765000104904175,0.4006,8.9685,0.000423
146,604.5605,592.4735,592.3777,574.8552,6.1314,800.0,4225935,-0.5737000107765198,4.103700160980225,346.2283935546875,0.000699999975040555,0.5776000022888184,0.8700000047683716,0.4041,9.4217,0.000421
147,608.3368,597.0624,596.4397,567.5219,7.1509,800.0,4255535,-0.5932999849319458,4.063499927520752,352.2525939941406,0.00039999998989515007,0.5760999917984009,0.8675000071525574,0.4238,8.9517,0.000419
148,608.5265,599.0616,598.2941,580.8772,5.1702,800.0,4285135,-0.598800003528595,4.089600086212158,353.00799560546875,0.0006000000284984708,0.5785999894142151,0.8718000054359436,0.4183,9.447,0.000416
149,608.5479,599.9674,586.7721,116.1677,78.6148,792.1622,4314445,-0.5127999782562256,4.0665998458862305,348.27520751953125,0.00019999999494757503,0.5774999856948853,0.8697999715805054,0.4033,6.2723,0.000414
150,608.4131,601.97,600.5983,588.9582,5.1582,800.0,4344045,-0.5909000039100647,4.119200229644775,354.1377868652344,0.00039999998989515007,0.5748999714851379,0.8652999997138977,0.4197,9.4756,0.000412
151,612.0363,601.3723,601.0759,588.9818,5.3706,800.0,4373645,-0.5925999879837036,3.936300039291382,350.5945129394531,0.000699999975040555,0.5722000002861023,0.8605999946594238,0.4211,9.6175,0.00041
152,612.0269,603.4337,603.001,592.3376,4.8272,800.0,4403245,-0.5914000272750854,4.1483001708984375,353.3583984375,9.999999747378752e-05,0.570900022983551,0.8583999872207642,0.4121,9.4259,0.000408
153,610.2242,602.9325,601.9696,592.5926,4.4475,800.0,4432845,-0.5733000040054321,3.7723000049591064,348.5870056152344,0.0008999999845400453,0.5699999928474426,0.8568999767303467,0.4232,9.4768,0.000406
154,614.9187,603.4801,602.3946,595.3304,4.1559,800.0,4462445,-0.5551000237464905,3.872299909591675,349.9645080566406,0.0003000000142492354,0.5688999891281128,0.8550000190734863,0.4045,10.0037,0.000404
155,616.0047,603.6944,604.225,594.4754,4.9796,800.0,4492045,-0.5690000057220459,4.008900165557861,348.9252014160156,0.0003000000142492354,0.5692999958992004,0.8557000160217285,0.4184,9.6975,0.000402
156,613.5357,602.9564,603.5815,592.8931,5.6378,800.0,4521645,-0.548799991607666,3.9070000648498535,346.3031005859375,0.0006000000284984708,0.5705000162124634,0.857699990272522,0.3984,9.6041,0.0004
157,611.758,603.228,603.5417,590.7152,4.7555,800.0,4551245,-0.5461000204086304,3.9500999450683594,341.9851989746094,0.00019999999494757503,0.5708000063896179,0.8582000136375427,0.4325,10.0033,0.000398
158,612.0178,603.2079,603.2974,593.8994,4.4357,800.0,4580845,-0.5403000116348267,3.7857000827789307,337.91400146484375,0.0003000000142492354,0.5708000063896179,0.8582000136375427,0.4334,9.9039,0.000396
159,616.7197,605.0463,604.6678,589.2295,5.8792,800.0,4610445,-0.5428000092506409,3.8759000301361084,337.543212890625,0.0007999999797903001,0.5709999799728394,0.8585000038146973,0.4164,10.0363,0.000394
160,613.7245,603.6577,603.415,588.4666,5.5172,800.0,4640045,-0.5210000276565552,3.865600109100342,333.27349853515625,0.00019999999494757503,0.5740000009536743,0.8637999892234802,0.3892,10.2154,0.000392
161,613.7788,603.4719,603.5347,590.8586,5.9221,800.0,4669645,-0.5091999769210815,3.684799909591675,331.8478088378906,0.00019999999494757503,0.5770000219345093,0.8689000010490417,0.4242,10.1626,0.00039
162,611.5675,603.0055,603.4057,595.8956,4.1746,800.0,4699245,-0.5034999847412109,3.729599952697754,328.4281005859375,0.00019999999494757503,0.5752000212669373,0.8659999966621399,0.4059,10.0144,0.000388
163,612.1857,603.118,602.7258,586.3744,5.8494,800.0,4728845,-0.4814999997615814,3.606300115585327,326.4613952636719,0.0003000000142492354,0.576200008392334,0.8676000237464905,0.3972,10.2576,0.000386
164,610.8861,601.1315,601.4257,588.5771,5.8138,800.0,4758445,-0.46219998598098755,3.583899974822998,321.7738952636719,0.00039999998989515007,0.576200008392334,0.8676999807357788,0.3924,10.2084,0.000384
165,613.0875,605.8019,605.3414,593.994,5.0346,800.0,4788045,-0.498199999332428,3.803299903869629,323.2965087890625,0.0008999999845400453,0.5741000175476074,0.8639000058174133,0.401,10.567,0.000382
166,612.8105,604.7581,604.7809,596.0983,4.1484,800.0,4817645,-0.4887999892234802,3.7844998836517334,318.4289855957031,0.0003000000142492354,0.5795000195503235,0.8733999729156494,0.3943,10.5114,0.000381
167,612.7849,604.6256,604.3358,585.1379,4.9871,800.0,4847245,-0.4812999963760376,3.672499895095825,314.05279541015625,0.0010000000474974513,0.5845999717712402,0.8822000026702881,0.3996,10.6172,0.000379
168,616.1356,605.6765,605.2894,594.9043,4.7979,800.0,4876845,-0.46810001134872437,3.729599952697754,315.9931945800781,0.0005000000237487257,0.583899974822998,0.8809000253677368,0.3923,10.6558,0.000377
169,612.5191,606.9909,605.9974,597.9729,3.9593,800.0,4906445,-0.46129998564720154,3.7204999923706055,315.4342041015625,0.0005000000237487257,0.5884000062942505,0.8885999917984009,0.3956,10.5574,0.000375
170,614.819,606.2869,605.0185,592.8431,5.2974,800.0,4936045,-0.4528000056743622,3.663100004196167,309.3963928222656,0.0003000000142492354,0.5885000228881836,0.8888000249862671,0.386,10.8593,0.000373
171,610.6173,603.4186,602.8387,591.6636,4.5057,800.0,4965645,-0.41600000858306885,3.588599920272827,305.6011047363281,0.0007999999797903001,0.5881999731063843,0.8883000016212463,0.3835,10.7652,0.000371
172,612.6843,601.0741,600.2525,579.1808,6.878,800.0,4995245,-0.39489999413490295,3.5683000087738037,297.2626037597656,0.0003000000142492354,0.589900016784668,0.8910999894142151,0.3739,10.7138,0.000369
173,613.7482,600.6176,600.1657,580.0256,7.725,800.0,5024845,-0.3813999891281128,3.453399896621704,295.47930908203125,9.999999747378752e-05,0.5916000008583069,0.89410001039505,0.3878,11.1256,0.000367
174,613.6773,601.9102,602.328,588.4825,6.9403,800.0,5054445,-0.39989998936653137,3.5102999210357666,294.1141052246094,0.00039999998989515007,0.5924000144004822,0.8953999876976013,0.37,10.8084,0.000366
175,608.6673,600.6335,598.918,579.0442,7.5842,800.0,5084045,-0.3628999888896942,3.2711000442504883,287.0439147949219,0.00019999999494757503,0.5918999910354614,0.8945000171661377,0.3707,10.9583,0.000364
176,607.2329,596.2857,596.8279,581.6171,6.8924,800.0,5113645,-0.32989999651908875,3.410900115966797,283.4100036621094,0.0006000000284984708,0.5913000106811523,0.8934999704360962,0.3713,11.2647,0.000362
177,615.8266,601.663,601.0509,582.5704,6.3619,800.0,5143245,-0.3506999909877777,3.4735000133514404,289.1997985839844,0.0010000000474974513,0.592199981212616,0.8949999809265137,0.3619,11.1062,0.00036
178,612.1412,595.994,594.2346,567.1312,10.6372,800.0,5172845,-0.295199990272522,3.305000066757202,274.4590148925781,0.00039999998989515007,0.5929999947547913,0.8963000178337097,0.344,11.1324,0.000358
179,608.4149,596.2463,593.5273,574.7853,9.2731,800.0,5202445,-0.2971999943256378,3.290299892425537,267.1477966308594,0.0003000000142492354,0.5943999886512756,0.8988000154495239,0.365,11.5364,0.000357
180,608.1731,594.5883,593.9723,575.9058,8.4093,800.0,5232045,-0.2971000075340271,3.140000104904175,263.781005859375,0.00019999999494757503,0.5914000272750854,0.8937000036239624,0.3643,11.5581,0.000355
181,603.6694,593.5156,592.3387,570.6638,7.2342,800.0,5261645,-0.2639000117778778,3.216099977493286,262.87939453125,0.000699999975040555,0.5891000032424927,0.8896999955177307,0.3756,11.6426,0.000353
182,610.4227,596.4261,596.8221,581.8939,5.1357,800.0,5291245,-0.2881999909877777,3.273200035095215,267.90399169921875,0.0008999999845400453,0.5860999822616577,0.8845999836921692,0.362,11.8762,0.000351
183,614.2918,606.2891,603.1812,584.0493,8.6231,800.0,5320845,-0.3221000134944916,3.2098000049591064,277.80859375,0.0012000000569969416,0.5853999853134155,0.8834999799728394,0.3701,11.5987,0.00035
184,611.915,599.0324,599.4291,587.8425,5.9119,800.0,5350445,-0.2874999940395355,3.22760009765625,268.2814025878906,0.0008999999845400453,0.5889000296592712,0.8895000219345093,0.3702,11.921,0.000348
185,609.902,596.2524,596.2997,581.1468,5.9459,800.0,5380045,-0.2750000059604645,3.182300090789795,256.2408142089844,0.0008999999845400453,0.5857999920845032,0.8841000199317932,0.355,11.7825,0.000346
186,617.348,603.9613,603.141,587.62,5.1295,800.0,5409645,-0.3077999949455261,3.253999948501587,268.1217956542969,0.0005000000237487257,0.5817000269889832,0.8772000074386597,0.389,11.9049,0.000344
187,610.9835,605.646,604.7121,596.0699,3.71,800.0,5439245,-0.3003999888896942,3.3310999870300293,270.88470458984375,0.00039999998989515007,0.58160001039505,0.8769000172615051,0.3928,11.8569,0.000343
188,617.3674,609.4631,608.989,599.1086,3.8333,800.0,5468845,-0.3271999955177307,3.3213999271392822,274.9231872558594,0.0003000000142492354,0.5787000060081482,0.871999979019165,0.3844,11.9579,0.000341
189,616.9853,607.7164,607.8342,594.2304,5.1185,800.0,5498445,-0.30959999561309814,3.226900100708008,270.5614929199219,0.0003000000142492354,0.5773000121116638,0.8694999814033508,0.3761,11.7814,0.000339
190,621.3168,608.7041,608.5438,599.472,3.9903,800.0,5528045,-0.3003000020980835,3.2098000049591064,271.3909912109375,0.00039999998989515007,0.5785999894142151,0.8718000054359436,0.3792,11.8055,0.000338
191,619.4624,608.7842,608.0555,596.1989,4.5697,800.0,5557645,-0.2838999927043915,3.204400062561035,269.9302978515625,0.0007999999797903001,0.5764999985694885,0.8682000041007996,0.384,12.0258,0.000336
192,613.4127,608.0031,606.0956,589.7264,5.2586,800.0,5587245,-0.2705000042915344,3.1789000034332275,262.31549072265625,0.00019999999494757503,0.5758000016212463,0.8669000267982483,0.3958,12.2527,0.000334
193,615.5132,607.1592,606.1659,592.0469,5.5554,800.0,5616845,-0.2667999863624573,3.104099988937378,259.41839599609375,0.00019999999494757503,0.5701000094413757,0.8568999767303467,0.3807,12.2492,0.000333
194,618.3277,607.8096,606.8984,590.9178,6.4405,800.0,5646445,-0.26089999079704285,3.1098999977111816,259.0392150878906,0.0003000000142492354,0.5713000297546387,0.8590999841690063,0.3698,12.4229,0.000331
195,618.1525,609.8173,608.0243,571.1153,7.7363,800.0,5676045,-0.2538999915122986,3.093100070953369,260.8006896972656,0.000699999975040555,0.5694000124931335,0.8557999730110168,0.3894,12.0155,0.000329
196,615.5437,609.5554,609.1616,601.0154,3.6648,800.0,5705645,-0.24410000443458557,3.2111001014709473,263.33758544921875,0.0005000000237487257,0.5659999847412109,0.8497999906539917,0.3688,12.2481,0.000328
197,621.4299,609.4591,608.3223,596.3335,5.7646,800.0,5735245,-0.23589999973773956,3.151900053024292,258.03729248046875,0.00019999999494757503,0.5652999877929688,0.8485999703407288,0.3876,12.1691,0.000326
198,622.3218,611.8221,611.1104,594.5391,5.4007,800.0,5764845,-0.25099998712539673,3.127500057220459,259.8009033203125,0.00019999999494757503,0.5612000226974487,0.8411999940872192,0.3682,12.5364,0.000324
199,617.7411,612.0291,611.3019,600.9197,4.5304,800.0,5794445,-0.23420000076293945,3.1440000534057617,260.8276062011719,0.0003000000142492354,0.5572999715805054,0.8342999815940857,0.4126,12.7446,0.000323
200,624.132,613.4849,613.7741,604.0362,4.6583,800.0,5824045,-0.2451000064611435,3.16759991645813,261.8236083984375,0.0005000000237487257,0.555400013923645,0.8307999968528748,0.3837,12.5137,0.000321
201,622.5571,614.7149,615.4558,608.3694,3.5726,800.0,5853645,-0.24869999289512634,3.1910998821258545,262.57879638671875,0.0003000000142492354,0.555400013923645,0.8307999968528748,0.3893,12.5208,0.000319
202,626.8852,617.5568,617.8413,611.1888,3.9644,800.0,5883245,-0.2599000036716461,3.1888999938964844,263.6271057128906,0.00039999998989515007,0.5554999709129333,0.8310999870300293,0.3949,12.7479,0.000318
203,623.0053,617.5644,617.1367,606.6245,3.7608,800.0,5912845,-0.24390000104904175,3.0908000469207764,261.4106140136719,0.0003000000142492354,0.5570999979972839,0.833899974822998,0.3981,12.5733,0.000316
204,625.1999,617.2138,616.9728,608.2038,3.9106,800.0,5942445,-0.23639999330043793,3.126300096511841,258.60870361328125,9.999999747378752e-05,0.5551000237464905,0.8303999900817871,0.4217,12.8354,0.000315
205,626.5729,617.9257,618.3785,610.3371,3.4776,800.0,5972045,-0.24250000715255737,3.1285998821258545,257.79058837890625,0.00019999999494757503,0.551800012588501,0.824400007724762,0.3892,12.9851,0.000313
206,626.4995,619.7712,619.1841,605.5784,4.5995,800.0,6001645,-0.2378000020980835,3.127500057220459,257.4374084472656,0.0005000000237487257,0.5493999719619751,0.8198999762535095,0.3944,12.9335,0.000312
207,625.4564,620.1078,619.4725,609.1264,3.4369,800.0,6031245,-0.23000000417232513,3.1177000999450684,256.0509033203125,0.0005000000237487257,0.5519999861717224,0.8248000144958496,0.4115,12.8562,0.00031
208,626.3044,619.0903,618.3139,610.6959,3.6678,800.0,6060845,-0.21809999644756317,3.0388998985290527,251.06179809570312,0.0006000000284984708,0.552299976348877,0.8252000212669373,0.4011,13.1343,0.000308
209,625.0319,616.4245,616.8754,610.2897,3.2865,800.0,6090445,-0.19519999623298645,2.993299961090088,248.3907928466797,0.0015999999595806003,0.5508000254631042,0.8226000070571899,0.3835,13.1313,0.000307
210,627.6549,620.6924,620.2486,609.4032,4.1316,800.0,6120045,-0.21289999783039093,3.095900058746338,251.14259338378906,0.0006000000284984708,0.5478000044822693,0.8169999718666077,0.3921,13.0273,0.000305
211,623.8718,619.3337,619.2808,611.8462,2.8677,800.0,6149645,-0.18880000710487366,3.0208001136779785,250.06520080566406,0.00039999998989515007,0.5534999966621399,0.8274000287055969,0.3793,13.0319,0.000304
212,626.239,619.6629,619.8918,607.2224,3.6745,800.0,6179245,-0.18930000066757202,3.025599956512451,247.84970092773438,0.00019999999494757503,0.5514000058174133,0.8237000107765198,0.3828,13.2609,0.000302
213,628.4981,620.561,620.5365,610.3955,3.6968,800.0,6208845,-0.18490000069141388,2.934299945831299,247.19129943847656,0.0006000000284984708,0.5486000180244446,0.8184999823570251,0.423,13.0137,0.000301
214,626.9582,622.7802,622.2873,615.3522,3.2342,800.0,6238445,-0.19359999895095825,2.9988999366760254,246.53680419921875,0.0006000000284984708,0.5514000058174133,0.8237000107765198,0.392,13.3518,0.000299
215,629.5244,620.9758,620.8558,607.6857,3.8448,800.0,6268045,-0.17020000517368317,2.968899965286255,244.20590209960938,0.0003000000142492354,0.5494999885559082,0.8202999830245972,0.4044,13.2913,0.000298
216,626.2758,620.7843,620.5177,613.2364,2.9512,800.0,6297645,-0.15929999947547913,2.9363999366760254,241.8719940185547,0.0003000000142492354,0.5486000180244446,0.8185999989509583,0.398,13.4902,0.000296
217,625.1957,620.8031,620.303,612.8037,3.1009,800.0,6327245,-0.14910000562667847,2.9003000259399414,239.92120361328125,0.0005000000237487257,0.5508000254631042,0.8224999904632568,0.4055,13.4335,0.000295
218,629.7408,621.1002,620.4475,598.8472,4.7223,800.0,6356845,-0.14429999887943268,2.9309000968933105,237.6284942626953,0.0017999999690800905,0.5511999726295471,0.8233000040054321,0.4077,13.3664,0.000293
219,625.5242,619.4721,619.1577,610.142,3.1478,800.0,6386445,-0.12129999697208405,2.9189000129699707,236.08740234375,0.0003000000142492354,0.5534999966621399,0.8274999856948853,0.3774,13.5969,0.000292
220,627.7823,619.997,619.1453,608.9848,3.9259,800.0,6416045,-0.11330000311136246,2.89739990234375,234.26100158691406,0.0008999999845400453,0.5533000230789185,0.8270000219345093,0.3822,13.5606,0.00029
221,626.1509,620.678,619.9337,611.0802,3.9787,800.0,6445645,-0.11050000041723251,2.8629000186920166,233.91310119628906,0.0005000000237487257,0.54830002784729,0.8180000185966492,0.3997,13.6401,0.000289
222,627.6973,620.1461,620.1025,610.3262,3.7161,800.0,6475245,-0.10450000315904617,2.8487000465393066,231.85440063476562,0.000699999975040555,0.5464000105857849,0.8144999742507935,0.4006,13.8649,0.000288
223,625.7877,620.3731,620.1281,611.4385,2.8869,800.0,6504845,-0.09910000115633011,2.8148999214172363,229.22410583496094,0.0010999999940395355,0.5486999750137329,0.8187999725341797,0.387,13.8174,0.000286
224,628.1145,620.7772,607.0289,109.7034,81.8344,789.3684,6534841,-0.05559999868273735,2.906599998474121,225.47459411621094,0.00039999998989515007,0.5476999878883362,0.8169000148773193,0.3927,13.4051,0.000285
225,624.9756,621.6835,606.9261,91.8116,84.7313,788.5526,6564806,-0.051600001752376556,2.845599889755249,224.05259704589844,0.00019999999494757503,0.5475000143051147,0.8165000081062317,0.3972,13.4,0.000283
226,628.5776,620.4265,620.6497,612.4575,3.3368,800.0,6594406,-0.08349999785423279,2.77810001373291,223.5489959716797,0.0003000000142492354,0.545799970626831,0.8134999871253967,0.399,13.9245,0.000282
227,627.4005,621.7384,621.1922,605.6294,4.0233,800.0,6624006,-0.0835999995470047,2.7441000938415527,221.47720336914062,0.0015999999595806003,0.5414000153541565,0.8052999973297119,0.4129,14.1616,0.00028
228,630.0239,622.4293,622.1332,612.072,3.2775,800.0,6653606,-0.07859999686479568,2.76990008354187,222.22300720214844,0.0003000000142492354,0.5389000177383423,0.8008000254631042,0.4079,14.137,0.000279
229,628.1908,621.5362,621.5667,614.4397,2.9468,800.0,6683206,-0.06310000270605087,2.8529999256134033,220.83489990234375,0.0006000000284984708,0.5371999740600586,0.7975000143051147,0.4372,14.4494,0.000278
230,627.3075,622.1707,593.6984,99.5523,115.2619,778.2051,6713556,0.022600000724196434,2.9540998935699463,214.63040161132812,0.0006000000284984708,0.5353999733924866,0.7942000031471252,0.4349,13.9878,0.000276
231,632.8519,625.7867,624.2686,587.0596,6.8654,800.0,6743156,-0.07339999824762344,2.873300075531006,218.8070068359375,0.00039999998989515007,0.531000018119812,0.7860000133514404,0.4057,14.2933,0.000275
232,628.7171,624.9277,623.3792,605.1255,4.5707,800.0,6772756,-0.05420000106096268,2.703399896621704,217.3209991455078,9.999999747378752e-05,0.5299000144004822,0.7838000059127808,0.414,14.4623,0.000274
233,630.1799,623.1728,608.5134,104.2721,83.1941,789.1053,6802742,0.0006000000284984708,2.7351999282836914,212.622802734375,0.0005000000237487257,0.5311999917030334,0.7864000201225281,0.4114,14.2639,0.000272
234,631.0116,624.6687,625.382,619.9116,2.4485,800.0,6832342,-0.05689999833703041,2.6840999126434326,215.1511993408203,0.0013000000035390258,0.5295000076293945,0.7831000089645386,0.4194,14.4077,0.000271
235,629.5857,623.0014,610.0856,140.7664,77.2303,790.8947,6862396,0.013000000268220901,2.744800090789795,209.6199951171875,0.00039999998989515007,0.5304999947547913,0.7850000262260437,0.4367,13.0753,0.000269
236,630.8238,623.8594,624.3547,618.7074,2.738,800.0,6891996,-0.03200000151991844,2.614300012588501,211.6132049560547,0.0003000000142492354,0.5238000154495239,0.7724000215530396,0.4272,14.5684,0.000268
237,631.3403,624.5149,610.9964,129.0141,79.3631,790.2895,6922027,0.01720000058412552,2.683500051498413,207.6309051513672,0.0006000000284984708,0.5231000185012817,0.7710000276565552,0.4154,13.9175,0.000267
238,631.3882,626.5371,625.9414,606.6885,3.9198,800.0,6951627,-0.02669999934732914,2.647700071334839,210.69219970703125,0.0010000000474974513,0.522599995136261,0.7699000239372253,0.4302,14.8901,0.000265
239,631.3711,624.876,624.0436,596.7069,5.6044,800.0,6981227,-0.0038999998942017555,2.600399971008301,207.5054931640625,0.0006000000284984708,0.5235000252723694,0.7717999815940857,0.4215,14.3641,0.000264
240,630.6879,625.3254,612.0937,115.9182,81.635,789.5789,7011231,0.03180000185966492,2.710599899291992,206.0666046142578,0.000699999975040555,0.5216000080108643,0.7681999802589417,0.4773,13.8631,0.000263
241,631.9364,625.5735,625.6195,620.213,2.7193,800.0,7040831,0.0,2.586899995803833,206.32760620117188,0.0008999999845400453,0.5205000042915344,0.765999972820282,0.4156,15.0964,0.000262
242,630.7217,626.3555,625.9965,618.6456,2.9736,800.0,7070431,0.004699999932199717,2.6180999279022217,205.30050659179688,9.999999747378752e-05,0.5174999833106995,0.7601000070571899,0.422,15.0247,0.00026
243,631.0358,625.7557,625.2275,619.1615,2.8099,800.0,7100031,0.017999999225139618,2.56820011138916,203.3197021484375,0.0003000000142492354,0.5126000046730042,0.7506999969482422,0.4408,15.2047,0.000259
244,632.5153,626.1653,626.0237,618.1811,3.4336,800.0,7129631,0.019600000232458115,2.5485999584198,202.24549865722656,0.00039999998989515007,0.5103999972343445,0.746399998664856,0.4152,15.1413,0.000258
245,631.3182,626.6605,626.3798,618.2351,2.4199,800.0,7159231,0.02370000071823597,2.5006000995635986,200.87899780273438,0.0006000000284984708,0.5088000297546387,0.7433000206947327,0.4439,15.2738,0.000256
246,632.4839,627.3669,627.4133,620.61,2.4918,800.0,7188831,0.025699999183416367,2.5013999938964844,201.38560485839844,9.999999747378752e-05,0.5070000290870667,0.7396000027656555,0.4136,15.0916,0.000255
247,634.6898,626.194,626.3937,620.7349,2.7513,800.0,7218431,0.04039999842643738,2.4642999172210693,198.93739318847656,0.00019999999494757503,0.5067999958992004,0.739300012588501,0.4327,15.1889,0.000254
248,632.9263,626.3792,612.0287,93.8424,85.2935,788.5789,7248397,0.08399999886751175,2.6054000854492188,195.40170288085938,0.00039999998989515007,0.5109999775886536,0.7475000023841858,0.4355,14.2257,0.000253
249,631.8164,626.8896,625.583,603.6535,5.7553,800.0,7277997,0.05700000002980232,2.4558000564575195,194.2686004638672,9.999999747378752e-05,0.5087000131607056,0.7429999709129333,0.4444,15.4839,0.000251
